Total Nacional;Municipios;Tamaño del hogar;Total
Total Nacional;42007 Alcubilla de Avellaneda;4 personas;3
Total Nacional;42007 Alcubilla de Avellaneda;5 o más personas;0
Total Nacional;42008 Alcubilla de las Peñas;Total (tamaño del hogar);24
Total Nacional;42008 Alcubilla de las Peñas;1 persona;8
Total Nacional;42008 Alcubilla de las Peñas;2 personas;8
Total Nacional;42008 Alcubilla de las Peñas;3 personas;5
Total Nacional;42008 Alcubilla de las Peñas;4 personas;3
Total Nacional;42008 Alcubilla de las Peñas;5 o más personas;0
Total Nacional;42009 Aldealafuente;Total (tamaño del hogar);38
Total Nacional;42009 Aldealafuente;1 persona;15
Total Nacional;42009 Aldealafuente;2 personas;7
Total Nacional;42009 Aldealafuente;3 personas;10
Total Nacional;42009 Aldealafuente;4 personas;3
Total Nacional;42009 Aldealafuente;5 o más personas;3
Total Nacional;42010 Aldealices;Total (tamaño del hogar);11
Total Nacional;42010 Aldealices;1 persona;4
Total Nacional;42010 Aldealices;2 personas;2
Total Nacional;42010 Aldealices;3 personas;0
Total Nacional;42010 Aldealices;4 personas;3
Total Nacional;42010 Aldealices;5 o más personas;2
Total Nacional;42011 Aldealpozo;Total (tamaño del hogar);8
Total Nacional;42011 Aldealpozo;1 persona;3
Total Nacional;42011 Aldealpozo;2 personas;2
Total Nacional;42011 Aldealpozo;3 personas;2
Total Nacional;42011 Aldealpozo;4 personas;1
Total Nacional;42011 Aldealpozo;5 o más personas;0
Total Nacional;42012 Aldealseñor;Total (tamaño del hogar);19
Total Nacional;42012 Aldealseñor;1 persona;7
Total Nacional;42012 Aldealseñor;2 personas;11
Total Nacional;42012 Aldealseñor;3 personas;1
Total Nacional;42012 Aldealseñor;4 personas;0
Total Nacional;42012 Aldealseñor;5 o más personas;0
Total Nacional;42013 Aldehuela de Periáñez;Total (tamaño del hogar);17
Total Nacional;42013 Aldehuela de Periáñez;1 persona;8
Total Nacional;42013 Aldehuela de Periáñez;2 personas;5
Total Nacional;42013 Aldehuela de Periáñez;3 personas;1
Total Nacional;42013 Aldehuela de Periáñez;4 personas;3
Total Nacional;42013 Aldehuela de Periáñez;5 o más personas;0
Total Nacional;42014 Aldehuelas, Las;Total (tamaño del hogar);9
Total Nacional;42014 Aldehuelas, Las;1 persona;2
Total Nacional;42014 Aldehuelas, Las;2 personas;1
Total Nacional;42014 Aldehuelas, Las;3 personas;2
Total Nacional;42014 Aldehuelas, Las;4 personas;0
Total Nacional;42014 Aldehuelas, Las;5 o más personas;4
Total Nacional;42015 Alentisque;Total (tamaño del hogar);14
Total Nacional;42015 Alentisque;1 persona;5
Total Nacional;42015 Alentisque;2 personas;6
Total Nacional;42015 Alentisque;3 personas;3
Total Nacional;42015 Alentisque;4 personas;0
Total Nacional;42015 Alentisque;5 o más personas;0
Total Nacional;42016 Aliud;Total (tamaño del hogar);13
Total Nacional;42016 Aliud;1 persona;10
Total Nacional;42016 Aliud;2 personas;0
Total Nacional;42016 Aliud;3 personas;0
Total Nacional;42016 Aliud;4 personas;3
Total Nacional;42016 Aliud;5 o más personas;0
Total Nacional;42017 Almajano;Total (tamaño del hogar);76
Total Nacional;42017 Almajano;1 persona;21
Total Nacional;42017 Almajano;2 personas;23
Total Nacional;42017 Almajano;3 personas;17
Total Nacional;42017 Almajano;4 personas;7
Total Nacional;42017 Almajano;5 o más personas;8
Total Nacional;42018 Almaluez;Total (tamaño del hogar);67
Total Nacional;42018 Almaluez;1 persona;31
Total Nacional;42018 Almaluez;2 personas;18
Total Nacional;42018 Almaluez;3 personas;13
Total Nacional;42018 Almaluez;4 personas;4
Total Nacional;42018 Almaluez;5 o más personas;1
Total Nacional;42019 Almarza;Total (tamaño del hogar);300
Total Nacional;42019 Almarza;1 persona;135
Total Nacional;42019 Almarza;2 personas;71
Total Nacional;42019 Almarza;3 personas;54
Total Nacional;42019 Almarza;4 personas;22
Total Nacional;42019 Almarza;5 o más personas;18
Total Nacional;42020 Almazán;Total (tamaño del hogar);2.273
Total Nacional;42020 Almazán;1 persona;731
Total Nacional;42020 Almazán;2 personas;671
Total Nacional;42020 Almazán;3 personas;405
Total Nacional;42020 Almazán;4 personas;339
Total Nacional;42020 Almazán;5 o más personas;127
Total Nacional;42021 Almazul;Total (tamaño del hogar);32
Total Nacional;42021 Almazul;1 persona;15
Total Nacional;42021 Almazul;2 personas;8
Total Nacional;42021 Almazul;3 personas;7
Total Nacional;42021 Almazul;4 personas;0
Total Nacional;42021 Almazul;5 o más personas;2
Total Nacional;42022 Almenar de Soria;Total (tamaño del hogar);113
Total Nacional;42022 Almenar de Soria;1 persona;50
Total Nacional;42022 Almenar de Soria;2 personas;26
Total Nacional;42022 Almenar de Soria;3 personas;20
Total Nacional;42022 Almenar de Soria;4 personas;13
Total Nacional;42022 Almenar de Soria;5 o más personas;4
Total Nacional;42023 Alpanseque;Total (tamaño del hogar);32
Total Nacional;42023 Alpanseque;1 persona;17
Total Nacional;42023 Alpanseque;2 personas;9
Total Nacional;42023 Alpanseque;3 personas;5
Total Nacional;42023 Alpanseque;4 personas;1
Total Nacional;42023 Alpanseque;5 o más personas;0
Total Nacional;42024 Arancón;Total (tamaño del hogar);35
Total Nacional;42024 Arancón;1 persona;14
Total Nacional;42024 Arancón;2 personas;7
Total Nacional;42024 Arancón;3 personas;8
Total Nacional;42024 Arancón;4 personas;1
Total Nacional;42024 Arancón;5 o más personas;5
Total Nacional;42025 Arcos de Jalón;Total (tamaño del hogar);647
Total Nacional;42025 Arcos de Jalón;1 persona;234
Total Nacional;42025 Arcos de Jalón;2 personas;184
Total Nacional;42025 Arcos de Jalón;3 personas;114
Total Nacional;42025 Arcos de Jalón;4 personas;88
Total Nacional;42025 Arcos de Jalón;5 o más personas;27
Total Nacional;42026 Arenillas;Total (tamaño del hogar);21
Total Nacional;42026 Arenillas;1 persona;9
Total Nacional;42026 Arenillas;2 personas;3
Total Nacional;42026 Arenillas;3 personas;5
Total Nacional;42026 Arenillas;4 personas;1
Total Nacional;42026 Arenillas;5 o más personas;3
Total Nacional;42027 Arévalo de la Sierra;Total (tamaño del hogar);40
Total Nacional;42027 Arévalo de la Sierra;1 persona;23
Total Nacional;42027 Arévalo de la Sierra;2 personas;6
Total Nacional;42027 Arévalo de la Sierra;3 personas;7
Total Nacional;42027 Arévalo de la Sierra;4 personas;3
Total Nacional;42027 Arévalo de la Sierra;5 o más personas;1
Total Nacional;42028 Ausejo de la Sierra;Total (tamaño del hogar);37
Total Nacional;42028 Ausejo de la Sierra;1 persona;9
Total Nacional;42028 Ausejo de la Sierra;2 personas;10
Total Nacional;42028 Ausejo de la Sierra;3 personas;8
Total Nacional;42028 Ausejo de la Sierra;4 personas;8
Total Nacional;42028 Ausejo de la Sierra;5 o más personas;2
Total Nacional;42029 Baraona;Total (tamaño del hogar);58
Total Nacional;42029 Baraona;1 persona;22
Total Nacional;42029 Baraona;2 personas;18
Total Nacional;42029 Baraona;3 personas;6
Total Nacional;42029 Baraona;4 personas;8
Total Nacional;42029 Baraona;5 o más personas;4
Total Nacional;42030 Barca;Total (tamaño del hogar);51
Total Nacional;42030 Barca;1 persona;21
Total Nacional;42030 Barca;2 personas;16
Total Nacional;42030 Barca;3 personas;6
Total Nacional;42030 Barca;4 personas;5
Total Nacional;42030 Barca;5 o más personas;3
Total Nacional;42031 Barcones;Total (tamaño del hogar);14
Total Nacional;42031 Barcones;1 persona;10
Total Nacional;42031 Barcones;2 personas;2
Total Nacional;42031 Barcones;3 personas;1
Total Nacional;42031 Barcones;4 personas;1
Total Nacional;42031 Barcones;5 o más personas;0
Total Nacional;42032 Bayubas de Abajo;Total (tamaño del hogar);71
Total Nacional;42032 Bayubas de Abajo;1 persona;34
Total Nacional;42032 Bayubas de Abajo;2 personas;22
Total Nacional;42032 Bayubas de Abajo;3 personas;7
Total Nacional;42032 Bayubas de Abajo;4 personas;4
Total Nacional;42032 Bayubas de Abajo;5 o más personas;4
Total Nacional;42033 Bayubas de Arriba;Total (tamaño del hogar);27
Total Nacional;42033 Bayubas de Arriba;1 persona;12
Total Nacional;42033 Bayubas de Arriba;2 personas;6
Total Nacional;42033 Bayubas de Arriba;3 personas;7
Total Nacional;42033 Bayubas de Arriba;4 personas;0
Total Nacional;42033 Bayubas de Arriba;5 o más personas;2
Total Nacional;42034 Beratón;Total (tamaño del hogar);25
Total Nacional;42034 Beratón;1 persona;17
Total Nacional;42034 Beratón;2 personas;4
Total Nacional;42034 Beratón;3 personas;3
Total Nacional;42034 Beratón;4 personas;1
Total Nacional;42034 Beratón;5 o más personas;0
Total Nacional;42035 Berlanga de Duero;Total (tamaño del hogar);386
Total Nacional;42035 Berlanga de Duero;1 persona;157
Total Nacional;42035 Berlanga de Duero;2 personas;87
Total Nacional;42035 Berlanga de Duero;3 personas;72
Total Nacional;42035 Berlanga de Duero;4 personas;47
Total Nacional;42035 Berlanga de Duero;5 o más personas;23
Total Nacional;42036 Blacos;Total (tamaño del hogar);20
Total Nacional;42036 Blacos;1 persona;8
Total Nacional;42036 Blacos;2 personas;8
Total Nacional;42036 Blacos;3 personas;1
Total Nacional;42036 Blacos;4 personas;2
Total Nacional;42036 Blacos;5 o más personas;1
Total Nacional;42037 Bliecos;Total (tamaño del hogar);16
Total Nacional;42037 Bliecos;1 persona;9
Total Nacional;42037 Bliecos;2 personas;2
Total Nacional;42037 Bliecos;3 personas;4
Total Nacional;42037 Bliecos;4 personas;1
Total Nacional;42037 Bliecos;5 o más personas;0
Total Nacional;42038 Borjabad;Total (tamaño del hogar);15
Total Nacional;42038 Borjabad;1 persona;5
Total Nacional;42038 Borjabad;2 personas;5
Total Nacional;42038 Borjabad;3 personas;3
Total Nacional;42038 Borjabad;4 personas;1
Total Nacional;42038 Borjabad;5 o más personas;1
Total Nacional;42039 Borobia;Total (tamaño del hogar);114
Total Nacional;42039 Borobia;1 persona;47
Total Nacional;42039 Borobia;2 personas;31
Total Nacional;42039 Borobia;3 personas;20
Total Nacional;42039 Borobia;4 personas;8
Total Nacional;42039 Borobia;5 o más personas;8
Total Nacional;42041 Buberos;Total (tamaño del hogar);14
Total Nacional;42041 Buberos;1 persona;6
Total Nacional;42041 Buberos;2 personas;5
Total Nacional;42041 Buberos;3 personas;0
Total Nacional;42041 Buberos;4 personas;2
Total Nacional;42041 Buberos;5 o más personas;1
Total Nacional;42042 Buitrago;Total (tamaño del hogar);20
Total Nacional;42042 Buitrago;1 persona;3
Total Nacional;42042 Buitrago;2 personas;4
Total Nacional;42042 Buitrago;3 personas;4
Total Nacional;42042 Buitrago;4 personas;4
Total Nacional;42042 Buitrago;5 o más personas;5
Total Nacional;42043 Burgo de Osma-Ciudad de Osma;Total (tamaño del hogar);2.023
Total Nacional;42043 Burgo de Osma-Ciudad de Osma;1 persona;692
Total Nacional;42043 Burgo de Osma-Ciudad de Osma;2 personas;493
Total Nacional;42043 Burgo de Osma-Ciudad de Osma;3 personas;393
Total Nacional;42043 Burgo de Osma-Ciudad de Osma;4 personas;339
Total Nacional;42043 Burgo de Osma-Ciudad de Osma;5 o más personas;106
Total Nacional;42044 Cabrejas del Campo;Total (tamaño del hogar);21
Total Nacional;42044 Cabrejas del Campo;1 persona;9
Total Nacional;42044 Cabrejas del Campo;2 personas;6
Total Nacional;42044 Cabrejas del Campo;3 personas;2
Total Nacional;42044 Cabrejas del Campo;4 personas;1
Total Nacional;42044 Cabrejas del Campo;5 o más personas;3
Total Nacional;42045 Cabrejas del Pinar;Total (tamaño del hogar);164
Total Nacional;42045 Cabrejas del Pinar;1 persona;74
Total Nacional;42045 Cabrejas del Pinar;2 personas;40
Total Nacional;42045 Cabrejas del Pinar;3 personas;22
Total Nacional;42045 Cabrejas del Pinar;4 personas;15
Total Nacional;42045 Cabrejas del Pinar;5 o más personas;13
Total Nacional;42046 Calatañazor;Total (tamaño del hogar);25
Total Nacional;42046 Calatañazor;1 persona;15
Total Nacional;42046 Calatañazor;2 personas;5
Total Nacional;42046 Calatañazor;3 personas;1
Total Nacional;42046 Calatañazor;4 personas;3
Total Nacional;42046 Calatañazor;5 o más personas;1
Total Nacional;42048 Caltojar;Total (tamaño del hogar);31
Total Nacional;42048 Caltojar;1 persona;15
Total Nacional;42048 Caltojar;2 personas;8
Total Nacional;42048 Caltojar;3 personas;5
Total Nacional;42048 Caltojar;4 personas;2
Total Nacional;42048 Caltojar;5 o más personas;1
Total Nacional;42049 Candilichera;Total (tamaño del hogar);54
Total Nacional;42049 Candilichera;1 persona;23
Total Nacional;42049 Candilichera;2 personas;17
Total Nacional;42049 Candilichera;3 personas;11
Total Nacional;42049 Candilichera;4 personas;2
Total Nacional;42049 Candilichera;5 o más personas;1
Total Nacional;42050 Cañamaque;Total (tamaño del hogar);19
Total Nacional;42050 Cañamaque;1 persona;12
Total Nacional;42050 Cañamaque;2 personas;4
Total Nacional;42050 Cañamaque;3 personas;1
Total Nacional;42050 Cañamaque;4 personas;1
Total Nacional;42050 Cañamaque;5 o más personas;1
Total Nacional;42051 Carabantes;Total (tamaño del hogar);7
Total Nacional;42051 Carabantes;1 persona;4
Total Nacional;42051 Carabantes;2 personas;1
Total Nacional;42051 Carabantes;3 personas;1
Total Nacional;42051 Carabantes;4 personas;0
Total Nacional;42051 Carabantes;5 o más personas;1
Total Nacional;42052 Caracena;Total (tamaño del hogar);2
Total Nacional;42052 Caracena;1 persona;0
Total Nacional;42052 Caracena;2 personas;0
Total Nacional;42052 Caracena;3 personas;0
Total Nacional;42052 Caracena;4 personas;0
Total Nacional;42052 Caracena;5 o más personas;2
Total Nacional;42053 Carrascosa de Abajo;Total (tamaño del hogar);11
Total Nacional;42053 Carrascosa de Abajo;1 persona;7
Total Nacional;42053 Carrascosa de Abajo;2 personas;2
Total Nacional;42053 Carrascosa de Abajo;3 personas;1
Total Nacional;42053 Carrascosa de Abajo;4 personas;1
Total Nacional;42053 Carrascosa de Abajo;5 o más personas;0
Total Nacional;42054 Carrascosa de la Sierra;Total (tamaño del hogar);14
Total Nacional;42054 Carrascosa de la Sierra;1 persona;11
Total Nacional;42054 Carrascosa de la Sierra;2 personas;3
Total Nacional;42054 Carrascosa de la Sierra;3 personas;0
Total Nacional;42054 Carrascosa de la Sierra;4 personas;0
Total Nacional;42054 Carrascosa de la Sierra;5 o más personas;0
Total Nacional;42055 Casarejos;Total (tamaño del hogar);77
Total Nacional;42055 Casarejos;1 persona;31
Total Nacional;42055 Casarejos;2 personas;23
Total Nacional;42055 Casarejos;3 personas;15
Total Nacional;42055 Casarejos;4 personas;6
Total Nacional;42055 Casarejos;5 o más personas;2
Total Nacional;42056 Castilfrío de la Sierra;Total (tamaño del hogar);16
Total Nacional;42056 Castilfrío de la Sierra;1 persona;5
Total Nacional;42056 Castilfrío de la Sierra;2 personas;5
Total Nacional;42056 Castilfrío de la Sierra;3 personas;4
Total Nacional;42056 Castilfrío de la Sierra;4 personas;2
Total Nacional;42056 Castilfrío de la Sierra;5 o más personas;0
Total Nacional;42057 Castilruiz;Total (tamaño del hogar);87
Total Nacional;42057 Castilruiz;1 persona;43
Total Nacional;42057 Castilruiz;2 personas;27
Total Nacional;42057 Castilruiz;3 personas;10
Total Nacional;42057 Castilruiz;4 personas;4
Total Nacional;42057 Castilruiz;5 o más personas;3
Total Nacional;42058 Castillejo de Robledo;Total (tamaño del hogar);59
Total Nacional;42058 Castillejo de Robledo;1 persona;33
Total Nacional;42058 Castillejo de Robledo;2 personas;15
Total Nacional;42058 Castillejo de Robledo;3 personas;6
Total Nacional;42058 Castillejo de Robledo;4 personas;3
Total Nacional;42058 Castillejo de Robledo;5 o más personas;2
Total Nacional;42059 Centenera de Andaluz;Total (tamaño del hogar);10
Total Nacional;42059 Centenera de Andaluz;1 persona;3
Total Nacional;42059 Centenera de Andaluz;2 personas;4
Total Nacional;42059 Centenera de Andaluz;3 personas;2
Total Nacional;42059 Centenera de Andaluz;4 personas;1
Total Nacional;42059 Centenera de Andaluz;5 o más personas;0
Total Nacional;42060 Cerbón;Total (tamaño del hogar);17
Total Nacional;42060 Cerbón;1 persona;10
Total Nacional;42060 Cerbón;2 personas;3
Total Nacional;42060 Cerbón;3 personas;2
Total Nacional;42060 Cerbón;4 personas;2
Total Nacional;42060 Cerbón;5 o más personas;0
Total Nacional;42061 Cidones;Total (tamaño del hogar);122
Total Nacional;42061 Cidones;1 persona;69
Total Nacional;42061 Cidones;2 personas;27
Total Nacional;42061 Cidones;3 personas;12
Total Nacional;42061 Cidones;4 personas;8
Total Nacional;42061 Cidones;5 o más personas;6
Total Nacional;42062 Cigudosa;Total (tamaño del hogar);10
Total Nacional;42062 Cigudosa;1 persona;6
Total Nacional;42062 Cigudosa;2 personas;1
Total Nacional;42062 Cigudosa;3 personas;2
Total Nacional;42062 Cigudosa;4 personas;0
Total Nacional;42062 Cigudosa;5 o más personas;1
Total Nacional;42063 Cihuela;Total (tamaño del hogar);26
Total Nacional;42063 Cihuela;1 persona;13
Total Nacional;42063 Cihuela;2 personas;8
Total Nacional;42063 Cihuela;3 personas;3
Total Nacional;42063 Cihuela;4 personas;1
Total Nacional;42063 Cihuela;5 o más personas;1
Total Nacional;42064 Ciria;Total (tamaño del hogar);40
Total Nacional;42064 Ciria;1 persona;19
Total Nacional;42064 Ciria;2 personas;12
Total Nacional;42064 Ciria;3 personas;4
Total Nacional;42064 Ciria;4 personas;3
Total Nacional;42064 Ciria;5 o más personas;2
Total Nacional;42065 Cirujales del Río;Total (tamaño del hogar);10
Total Nacional;42065 Cirujales del Río;1 persona;6
Total Nacional;42065 Cirujales del Río;2 personas;1
Total Nacional;42065 Cirujales del Río;3 personas;1
